image_id,x0,y0,x1,y1
116/4.jpeg,4,4,500,405
116/5.jpeg,80,75,240,345
116/6.jpeg,67,86,357,423
116/7.jpeg,248,135,346,188
116/8.jpeg,80,9,378,371
116/9.jpeg,43,16,416,311
117/0.jpeg,37,0,429,351
117/1.jpeg,107,70,433,337
117/2.jpeg,40,25,454,402
117/3.jpeg,135,62,330,241
117/4.jpeg,35,53,471,395
117/5.jpeg,140,0,325,274
117/6.jpeg,56,23,460,298
117/7.jpeg,68,31,365,305
117/8.jpeg,0,0,500,318
117/9.jpeg,133,110,250,233
117/9.jpeg,234,41,432,231
118/0.jpeg,61,116,338,434
118/1.jpeg,110,125,370,281
118/2.jpeg,143,117,338,225
118/3.jpeg,240,250,273,287
118/3.jpeg,171,229,202,269
118/3.jpeg,188,242,229,271
118/3.jpeg,184,210,207,228
118/3.jpeg,202,200,222,222
118/3.jpeg,218,197,237,219
118/4.jpeg,2,29,393,374
118/5.jpeg,146,193,449,375
118/6.jpeg,267,81,418,206
118/6.jpeg,94,96,228,196
118/7.jpeg,84,190,399,290
118/7.jpeg,108,96,277,158
118/7.jpeg,334,80,449,189
118/8.jpeg,203,288,300,371
118/8.jpeg,97,305,205,374
118/9.jpeg,92,6,413,202
118/9.jpeg,2,253,458,499
119/0.jpeg,41,18,445,294
119/1.jpeg,128,161,343,334
119/2.jpeg,1,6,361,414
119/3.jpeg,119,99,431,252
119/4.jpeg,114,29,484,294
119/5.jpeg,45,16,487,288
119/6.jpeg,61,0,424,281
119/7.jpeg,107,84,278,180
119/7.jpeg,189,154,257,203
119/7.jpeg,47,193,175,309
119/7.jpeg,137,198,263,326
119/8.jpeg,26,53,237,281
119/9.jpeg,197,152,307,244
12/0.jpeg,130,187,208,345
12/1.jpeg,74,25,433,231
12/2.jpeg,111,104,331,358
12/3.jpeg,172,127,305,292
12/4.jpeg,223,134,375,356
12/5.jpeg,100,130,285,276
12/6.jpeg,241,64,366,285
12/7.jpeg,182,125,265,252
12/8.jpeg,158,114,449,277
12/9.jpeg,168,86,312,404
120/0.jpeg,241,26,453,328
120/1.jpeg,151,55,500,282
120/2.jpeg,286,339,400,484
120/2.jpeg,34,255,132,352
120/2.jpeg,182,170,318,291
120/2.jpeg,240,9,308,107
120/2.jpeg,138,0,210,107
120/2.jpeg,371,0,436,45
120/3.jpeg,82,13,395,325
120/4.jpeg,90,51,269,246
120/4.jpeg,255,57,451,243
120/4.jpeg,104,31,175,110
120/5.jpeg,141,103,348,229
120/6.jpeg,218,107,349,282
120/7.jpeg,12,165,473,420
120/8.jpeg,126,61,271,351
120/9.jpeg,141,170,415,311
120/9.jpeg,0,32,234,132
120/9.jpeg,272,10,472,111
121/0.jpeg,78,117,463,283
121/1.jpeg,18,127,398,345
121/1.jpeg,224,71,438,160
121/1.jpeg,455,96,500,176
121/2.jpeg,0,100,500,232
121/2.jpeg,0,24,355,182
121/3.jpeg,0,139,500,290
121/3.jpeg,5,86,500,212
121/3.jpeg,22,43,483,164
121/4.jpeg,4,28,500,333
121/5.jpeg,0,90,500,334
121/6.jpeg,282,197,469,500
121/6.jpeg,360,19,446,242
121/6.jpeg,403,84,466,340
121/6.jpeg,470,84,500,261
121/6.jpeg,0,278,173,472
121/6.jpeg,65,160,269,500
121/7.jpeg,0,0,499,330
121/8.jpeg,42,0,454,116
121/8.jpeg,0,103,453,375
121/9.jpeg,81,99,214,208
122/0.jpeg,143,67,412,175
122/0.jpeg,95,79,407,240
122/1.jpeg,6,92,268,434
122/1.jpeg,187,340,401,469
122/2.jpeg,39,0,500,281
122/3.jpeg,99,210,192,314
122/3.jpeg,15,327,180,389
122/4.jpeg,12,71,500,312
122/5.jpeg,0,28,492,313
122/6.jpeg,77,67,389,297
122/7.jpeg,0,0,500,500
122/8.jpeg,22,27,500,248
122/9.jpeg,27,48,406,222
123/0.jpeg,2,1,488,330
123/1.jpeg,35,0,498,318
123/2.jpeg,56,37,500,331
123/3.jpeg,0,37,405,324
123/4.jpeg,0,0,500,485
123/4.jpeg,0,0,272,485
123/5.jpeg,0,16,499,374
123/6.jpeg,15,17,300,415
123/7.jpeg,0,44,443,264
123/8.jpeg,0,233,200,453
123/8.jpeg,52,195,142,365
123/8.jpeg,110,281,225,400
123/8.jpeg,166,240,295,371
123/8.jpeg,192,101,283,247
123/8.jpeg,0,34,168,144
123/8.jpeg,0,67,153,217
123/8.jpeg,119,115,209,202
123/8.jpeg,129,40,266,150
123/8.jpeg,232,63,311,159
123/8.jpeg,19,0,132,89
123/8.jpeg,125,0,192,87
123/9.jpeg,0,46,499,334
124/0.jpeg,127,74,418,322
124/1.jpeg,19,55,481,484
124/2.jpeg,242,163,355,231
124/2.jpeg,247,123,322,164
124/2.jpeg,306,121,412,189
124/2.jpeg,218,88,265,182
124/2.jpeg,155,191,255,242
124/2.jpeg,214,215,315,335
124/2.jpeg,224,182,253,213
124/2.jpeg,180,135,227,192
124/2.jpeg,140,71,228,121
124/2.jpeg,139,91,222,138
124/2.jpeg,282,88,480,185
124/2.jpeg,381,141,497,212
124/2.jpeg,305,174,391,239
124/2.jpeg,386,190,493,307
124/2.jpeg,407,169,467,247
124/2.jpeg,50,123,189,221
124/2.jpeg,174,27,300,124
124/2.jpeg,68,192,216,293
124/3.jpeg,95,105,363,332
124/3.jpeg,319,44,500,157
124/3.jpeg,419,164,500,276
124/3.jpeg,84,7,255,129
124/3.jpeg,300,11,393,57
124/3.jpeg,0,66,184,316
124/4.jpeg,219,125,360,183
124/4.jpeg,174,203,295,258
124/4.jpeg,120,177,171,232
124/4.jpeg,79,235,173,320
124/4.jpeg,246,157,360,229
124/4.jpeg,165,121,207,226
124/4.jpeg,183,163,267,209
124/4.jpeg,276,204,335,269
124/4.jpeg,327,222,367,259
124/4.jpeg,75,115,172,201
124/4.jpeg,119,177,176,238
124/4.jpeg,80,256,249,332
124/4.jpeg,159,96,236,153
124/4.jpeg,0,164,125,312
124/4.jpeg,91,59,193,127
124/4.jpeg,326,166,463,293
124/4.jpeg,221,241,297,277
124/5.jpeg,129,80,435,339
124/6.jpeg,112,49,416,333
124/7.jpeg,11,146,333,318
124/8.jpeg,242,76,380,140
124/8.jpeg,367,0,495,55
124/8.jpeg,164,141,241,263
124/8.jpeg,0,166,64,245
124/8.jpeg,0,0,99,66
124/8.jpeg,0,83,99,206
124/8.jpeg,0,223,127,299
124/8.jpeg,94,306,222,375
124/8.jpeg,207,43,259,107
124/8.jpeg,430,210,500,268
124/8.jpeg,400,270,500,313
124/8.jpeg,147,225,339,321
124/9.jpeg,94,81,415,309
125/0.jpeg,0,26,486,484
125/1.jpeg,27,28,413,333
125/2.jpeg,170,140,321,314
125/3.jpeg,144,88,377,296
125/4.jpeg,114,71,270,286
125/5.jpeg,0,160,260,328
125/5.jpeg,215,266,332,407
125/6.jpeg,161,54,385,257
125/7.jpeg,96,113,393,319
125/8.jpeg,0,0,462,331
125/9.jpeg,57,161,178,285
125/9.jpeg,363,190,482,281
125/9.jpeg,404,0,499,127
126/0.jpeg,64,59,438,301
126/1.jpeg,41,24,473,252
126/2.jpeg,32,17,262,475
126/3.jpeg,91,73,361,243
126/4.jpeg,0,0,500,416
126/5.jpeg,211,9,351,302
126/6.jpeg,175,110,349,325
126/7.jpeg,125,5,417,490
126/8.jpeg,360,118,456,174
126/8.jpeg,189,183,342,245
126/9.jpeg,179,69,317,404
127/0.jpeg,190,71,381,309
127/0.jpeg,275,88,393,223
127/1.jpeg,185,198,287,279
127/1.jpeg,336,146,411,198
127/2.jpeg,206,67,370,253
127/3.jpeg,113,30,260,226
127/3.jpeg,267,194,326,213
127/4.jpeg,15,49,364,254
127/5.jpeg,32,324,106,403
127/5.jpeg,132,360,205,422
127/5.jpeg,175,338,259,404
127/5.jpeg,362,310,423,409
127/6.jpeg,376,203,400,266
127/6.jpeg,103,274,184,323
127/6.jpeg,35,223,73,280
127/7.jpeg,57,45,358,281
127/8.jpeg,133,113,204,253
127/8.jpeg,202,129,299,250
127/8.jpeg,254,148,375,260
127/9.jpeg,101,72,216,229
127/9.jpeg,15,118,395,230
127/9.jpeg,115,207,147,237
128/0.jpeg,146,130,415,307
128/0.jpeg,151,257,215,385
128/1.jpeg,44,232,73,262
128/1.jpeg,208,216,268,267
128/1.jpeg,273,232,327,274
128/1.jpeg,318,241,387,265
128/1.jpeg,378,238,439,276
128/2.jpeg,175,102,245,208
128/3.jpeg,51,84,177,296
128/4.jpeg,194,69,355,285
128/5.jpeg,97,68,293,439
128/6.jpeg,103,119,200,265
128/7.jpeg,42,106,418,332
128/8.jpeg,15,15,355,320
128/9.jpeg,0,125,313,454
129/0.jpeg,310,137,364,226
129/1.jpeg,3,124,143,234
129/1.jpeg,117,211,193,297
129/1.jpeg,163,227,225,302
129/1.jpeg,248,66,326,153
129/1.jpeg,287,143,460,267
129/1.jpeg,348,249,381,317
129/1.jpeg,381,257,430,322
129/1.jpeg,377,252,445,323
129/2.jpeg,77,76,280,251
129/3.jpeg,84,57,355,500
129/4.jpeg,228,56,332,132
129/5.jpeg,260,135,417,264
129/5.jpeg,46,109,103,221
129/5.jpeg,156,126,212,225
129/5.jpeg,212,125,273,230
129/5.jpeg,285,102,331,192
129/5.jpeg,201,96,275,207
129/5.jpeg,369,90,460,251
129/5.jpeg,428,84,500,188
129/6.jpeg,0,0,500,334
129/7.jpeg,393,141,481,248
129/7.jpeg,321,148,406,238
129/7.jpeg,144,118,236,214
129/7.jpeg,162,134,276,225
129/7.jpeg,69,82,129,202
129/7.jpeg,15,120,89,205
129/8.jpeg,380,125,465,198
129/8.jpeg,245,174,275,224
129/8.jpeg,137,183,182,207
129/8.jpeg,97,189,125,207
129/9.jpeg,39,85,275,175
129/9.jpeg,158,269,439,364
13/0.jpeg,32,79,246,216
13/1.jpeg,73,74,330,245
13/2.jpeg,208,100,351,236
13/3.jpeg,226,101,360,158
13/4.jpeg,56,168,393,307
13/5.jpeg,141,139,264,250
13/6.jpeg,135,180,318,444
13/7.jpeg,54,88,366,278
13/8.jpeg,9,130,121,229
13/8.jpeg,181,157,316,247
13/8.jpeg,339,96,435,184
13/9.jpeg,31,68,407,374
130/0.jpeg,149,2,479,297
130/0.jpeg,410,145,500,280
130/0.jpeg,149,156,255,279
130/0.jpeg,304,97,463,270
130/1.jpeg,26,264,61,308
130/1.jpeg,29,272,71,324
130/1.jpeg,70,278,91,328
130/1.jpeg,86,283,104,340
130/1.jpeg,86,279,115,312
130/1.jpeg,133,259,157,303
130/1.jpeg,132,279,169,339
130/1.jpeg,172,227,184,285
130/1.jpeg,171,281,201,349
130/1.jpeg,195,283,213,345
130/1.jpeg,217,279,249,350
130/1.jpeg,206,271,222,304
130/1.jpeg,218,223,254,271
130/1.jpeg,259,259,278,315
130/1.jpeg,397,313,463,369
130/1.jpeg,448,283,478,322
130/1.jpeg,475,246,488,280
130/1.jpeg,489,261,500,299
130/1.jpeg,413,230,433,277
130/1.jpeg,334,291,367,332
130/1.jpeg,297,279,326,317
130/1.jpeg,295,279,325,325
130/1.jpeg,438,248,452,275
130/1.jpeg,429,276,449,312
130/1.jpeg,328,282,378,325
130/1.jpeg,378,232,402,263
130/1.jpeg,316,225,345,267
130/1.jpeg,289,228,316,266
130/1.jpeg,331,210,350,257
130/1.jpeg,265,225,278,265
130/1.jpeg,275,232,299,287
130/1.jpeg,211,250,251,305
130/1.jpeg,394,250,415,271
130/2.jpeg,23,26,313,472
130/2.jpeg,0,0,151,391
130/2.jpeg,256,0,333,498
130/3.jpeg,39,99,261,342
130/4.jpeg,69,26,318,345
130/5.jpeg,8,1,424,498
130/6.jpeg,77,36,194,178
130/7.jpeg,94,28,207,211
130/7.jpeg,138,30,226,199
130/7.jpeg,153,80,265,194
130/7.jpeg,163,55,285,203
130/7.jpeg,222,53,349,208
130/7.jpeg,361,40,467,209
130/7.jpeg,370,40,490,203
130/8.jpeg,61,41,330,228
130/9.jpeg,284,137,392,211
130/9.jpeg,117,83,246,202
130/9.jpeg,19,135,73,197
130/9.jpeg,50,100,90,170
131/0.jpeg,37,162,250,264
131/1.jpeg,159,93,342,301
131/2.jpeg,136,22,460,215
131/3.jpeg,87,137,245,229
131/4.jpeg,131,91,322,335
131/5.jpeg,49,77,398,318
131/6.jpeg,200,47,365,271
131/7.jpeg,151,83,474,249
131/8.jpeg,68,55,316,291
131/9.jpeg,155,57,363,464
132/0.jpeg,124,134,273,469
132/1.jpeg,153,68,435,425
132/2.jpeg,156,61,299,339
132/3.jpeg,340,179,477,331
132/3.jpeg,25,121,80,215
132/3.jpeg,148,114,220,218
132/3.jpeg,184,122,259,218
132/4.jpeg,54,33,307,480
132/5.jpeg,58,71,279,425
132/6.jpeg,13,40,80,156
132/6.jpeg,305,178,341,243
132/7.jpeg,199,92,270,246
132/8.jpeg,0,253,59,330
132/8.jpeg,65,73,249,330
132/8.jpeg,429,79,500,151
132/8.jpeg,275,221,383,382
132/9.jpeg,125,119,370,249
133/0.jpeg,102,195,326,426
133/1.jpeg,145,52,477,226
133/2.jpeg,217,60,420,308
133/3.jpeg,77,74,333,294
133/4.jpeg,128,53,410,365
133/5.jpeg,320,146,429,244
133/6.jpeg,77,138,222,441
133/7.jpeg,124,106,301,200
133/8.jpeg,179,44,430,374
133/9.jpeg,123,97,345,436
134/0.jpeg,135,41,252,220
134/1.jpeg,104,239,158,326
134/1.jpeg,139,241,212,327
134/2.jpeg,176,153,293,251
134/2.jpeg,286,192,426,271
134/3.jpeg,69,70,188,499
134/4.jpeg,50,86,301,483
134/5.jpeg,63,68,452,437
134/6.jpeg,31,103,333,500
134/7.jpeg,216,146,386,313
134/8.jpeg,114,121,263,372
134/9.jpeg,34,38,500,389
135/0.jpeg,157,126,384,249
135/1.jpeg,191,31,279,151
135/2.jpeg,189,85,317,160
135/3.jpeg,26,115,283,437
135/4.jpeg,94,65,274,277
135/5.jpeg,90,96,295,220
135/6.jpeg,103,133,383,351
135/7.jpeg,93,87,428,315
135/8.jpeg,120,17,500,333
135/9.jpeg,219,106,388,199
136/0.jpeg,121,137,403,309
136/1.jpeg,135,135,411,364
136/1.jpeg,135,132,379,350
136/2.jpeg,226,147,293,254
136/3.jpeg,44,55,390,248
136/4.jpeg,209,122,377,283
136/5.jpeg,21,97,303,472
136/6.jpeg,47,52,382,299
136/7.jpeg,78,15,312,181
136/8.jpeg,0,129,252,499
136/9.jpeg,113,84,253,244
137/0.jpeg,92,151,401,225
137/1.jpeg,137,47,329,237
137/2.jpeg,80,96,480,291
137/3.jpeg,237,59,349,143
137/4.jpeg,325,178,443,229
137/5.jpeg,219,0,493,210
137/6.jpeg,207,179,335,240
137/6.jpeg,332,70,427,158
137/6.jpeg,0,146,72,231
137/7.jpeg,24,47,363,330
137/8.jpeg,127,26,413,208
137/9.jpeg,219,223,355,321
137/9.jpeg,442,240,500,321
137/9.jpeg,379,68,500,238
137/9.jpeg,337,75,433,156
137/9.jpeg,128,117,226,321
137/9.jpeg,0,51,122,192
137/9.jpeg,54,0,133,116
137/9.jpeg,178,59,270,141
137/9.jpeg,243,32,292,100
137/9.jpeg,260,4,308,51
138/0.jpeg,165,67,371,332
138/1.jpeg,62,22,479,295
138/2.jpeg,11,86,283,500
138/3.jpeg,53,44,405,500
138/4.jpeg,50,104,299,485
138/5.jpeg,121,79,467,345
138/6.jpeg,94,24,463,432
138/7.jpeg,29,67,251,269
138/8.jpeg,211,108,362,239
138/9.jpeg,86,38,333,296
139/0.jpeg,106,49,453,257
139/1.jpeg,297,105,396,211
139/2.jpeg,38,105,399,320
139/3.jpeg,191,113,271,180
139/4.jpeg,276,162,404,256
139/4.jpeg,157,118,326,217
139/4.jpeg,66,87,249,206
139/5.jpeg,74,67,335,197
139/6.jpeg,103,99,431,334
139/6.jpeg,212,105,465,292
139/7.jpeg,15,14,318,314
139/8.jpeg,31,69,418,356
139/9.jpeg,77,233,171,299
