image_id,x0,y0,x1,y1
12101,62,46,270,373
12102,306,112,258,337
12103,349,144,308,278
12104,229,53,317,259
12105,213,0,538,619
12106,158,140,571,309
12107,140,117,461,306
12108,172,34,296,282
12109,89,103,463,344
12110,80,13,333,319
12111,155,63,415,281
12112,292,114,561,524
12113,156,40,335,304
12114,191,196,271,159
12115,112,23,288,354
12116,97,32,248,295
12117,132,137,156,103
12118,160,67,286,229
12119,118,176,465,429
12120,239,138,268,584
12121,59,267,290,215
12122,154,76,405,346
12123,196,74,273,182
12124,136,74,154,286
12125,22,88,354,171
12126,194,89,257,201
12127,33,27,675,454
12128,23,61,750,485
12129,204,150,177,160
12130,66,85,409,495
12131,104,96,325,170
12132,285,212,461,285
12133,68,243,183,186
12134,114,113,229,249
12135,61,46,292,491
12136,84,20,376,431
12137,119,148,444,474
12138,118,191,555,184
12139,213,65,370,336
12140,103,73,552,322
12141,107,45,450,411
12142,268,165,253,120
12143,144,16,396,404
12144,86,166,372,131
12145,349,141,435,224
12146,185,25,292,326
12147,319,47,545,384
12148,89,50,355,220
12149,186,78,321,242
12150,194,20,337,363
12151,273,66,242,260
12152,164,38,253,537
12153,92,110,158,222
12154,49,137,913,632
12155,153,118,120,193
12156,204,186,397,667
12157,117,312,171,177
12158,603,203,90,210
12159,192,115,470,601
12160,256,130,355,498
12161,38,131,392,388
12162,400,93,363,564
12163,342,229,575,247
12164,259,209,176,254
12165,286,0,326,337
12166,233,62,260,218
12167,172,115,174,152
12168,96,54,150,213
12169,361,155,243,478
12170,166,177,644,304
12171,240,107,155,290
12172,225,145,245,307
12173,378,149,218,162
12174,122,99,245,231
12175,350,67,107,263
12176,147,130,354,272
12177,269,182,142,315
12178,373,119,172,230
12179,66,212,218,164
12180,171,102,293,230
12181,241,76,341,245
12182,220,74,180,414
12183,194,174,135,132
12184,239,176,452,230
12185,135,96,164,118
12186,98,119,298,209
12187,375,115,386,278
12188,317,100,290,648
12189,253,44,464,558
12190,114,131,434,287
12191,375,264,295,244
12192,328,94,568,296
12193,106,152,626,367
12194,311,147,85,142
12195,205,119,196,158
12196,288,154,185,284
12197,114,112,392,224
12198,189,102,182,243
12199,102,89,121,204
12200,149,80,260,270
12201,171,21,236,338
12202,384,75,250,412
12203,248,162,300,319
12204,362,94,571,407
12205,16,79,604,471
12206,114,76,257,253
12207,26,83,258,135
12208,194,153,384,266
12209,151,107,366,222
12210,246,165,114,169
12211,285,159,172,154
12212,118,69,601,520
12213,221,72,486,395
12214,128,39,409,168
12215,132,111,284,198
12216,213,162,473,263
12217,105,72,426,131
12218,153,153,343,212
12219,302,113,264,201
12220,114,41,496,360
12221,55,115,450,170
12222,107,166,496,231
12223,207,177,131,92
12224,219,74,214,262
12225,280,214,306,420
12226,281,191,383,289
12227,351,107,113,194
12228,179,58,341,390
12229,170,158,384,290
12230,97,84,243,162
12231,188,155,432,241
12232,37,160,633,306
12233,151,51,447,406
12234,176,119,365,164
12235,263,77,432,228
12236,102,134,482,457
12237,160,83,249,184
12238,159,106,341,126
12239,287,230,679,360
12240,242,86,191,222
12241,114,276,371,331
12242,110,103,241,330
12243,68,144,578,345
12244,260,149,322,176
12245,139,172,490,204
12246,77,87,442,263
12247,191,128,353,184
12248,81,82,348,322
12249,159,29,324,733
12250,99,50,504,362
12251,199,23,560,487
12252,165,96,242,178
12253,123,140,577,327
12254,123,169,404,420
12255,0,87,377,284
12256,264,126,279,165
12257,308,131,224,260
12258,113,104,550,365
12259,158,175,486,255
12260,62,148,276,176
12261,350,146,257,249
12262,53,152,696,355
12263,84,118,296,191
12264,156,281,378,432
12265,277,100,168,319
12266,429,86,268,521
12267,299,110,103,236
12268,246,137,205,203
12269,230,184,100,131
12270,277,82,159,425
12271,187,156,278,343
12272,217,129,282,181
12273,230,224,127,318
12274,159,68,283,111
12275,123,58,368,279
12276,65,186,372,148
12277,161,144,191,198
12278,227,124,639,317
12279,49,81,418,620
12280,121,168,189,187
12281,362,126,271,363
12282,0,21,679,489
12283,246,97,371,481
12284,133,131,481,422
12285,179,106,315,283
12286,130,226,574,250
12287,128,32,372,612
12288,14,52,426,313
12289,189,51,217,290
12290,56,102,758,367
12291,164,123,379,239
12292,93,131,450,131
12293,0,39,922,710
12294,171,161,158,193
12295,301,188,316,340
12296,192,111,129,334
12297,400,176,109,286
12298,412,178,107,203
12299,226,58,109,228
12300,392,212,220,327
12301,85,134,250,141
12302,142,79,274,386
12303,193,113,168,206
12304,149,137,213,131
12305,292,168,161,123
12306,73,148,284,191
12307,253,153,211,163
12308,166,126,443,249
12309,152,58,317,286
12310,182,149,741,288
12311,145,95,239,179
12312,28,114,429,236
12313,322,186,241,247
12314,70,199,378,226
12315,271,365,156,121
12316,352,163,118,204
12317,164,188,469,520
12318,329,165,177,225
12319,0,17,910,609
12320,256,6,451,579
12321,22,63,580,295
12322,239,3,287,363
12323,230,39,321,226
12324,248,230,332,346
12325,356,163,237,380
12326,173,52,537,502
12327,106,93,234,339
12328,117,128,384,429
12329,278,272,172,305
12330,270,189,384,263
12331,98,202,215,108
12332,55,86,192,129
12333,148,198,475,554
12334,117,42,541,396
12335,162,151,515,300
12336,92,111,321,148
12337,192,19,336,402
12338,11,42,507,442
12339,322,61,154,157
12340,126,243,304,422
12341,404,227,269,179
12342,194,209,145,289
12343,231,64,256,202
12344,141,78,550,491
12345,378,103,287,439
12346,34,83,532,346
12347,252,148,681,403
12348,203,248,177,306
12349,13,39,498,568
12350,140,146,258,356
12351,119,124,410,330
12352,218,79,249,223
12353,87,84,219,370
12354,270,218,444,625
12355,106,138,253,536
12356,48,92,371,169
12357,179,52,110,168
12358,275,91,200,149
12359,133,200,356,373
12360,175,119,106,233
12361,327,128,336,364
12362,106,97,423,228
12363,192,146,139,189
12364,140,77,153,228
12365,396,152,191,376
12366,73,256,541,306
12367,316,147,246,161
12368,154,106,278,199
12369,349,275,219,582
12370,283,139,321,660
12371,195,119,334,202
12372,221,92,570,384
12373,0,107,483,344
12374,338,86,582,334
12375,396,201,345,327
12376,455,296,230,294
12377,224,155,156,118
12378,207,86,189,163
12379,285,97,219,180
12380,203,83,234,255
12381,380,221,178,150
12382,72,192,494,421
12383,256,133,251,230
12384,181,146,195,254
12385,467,203,336,314
12386,191,128,427,689
12387,89,96,457,439
12388,21,58,801,639
12389,224,170,110,152
12390,148,100,358,264
12391,120,96,382,189
12392,362,134,260,244
12393,169,118,294,248
12394,188,155,781,490
12395,220,191,328,337
12396,254,108,204,365
12397,213,66,222,154
12398,193,137,535,439
12399,280,75,107,153
12400,94,68,205,287
12401,218,209,251,105
12402,450,134,381,265
12403,89,144,272,241
12404,357,149,260,316
12405,181,137,407,328
12406,189,110,320,306
12407,283,148,360,529
12408,283,46,353,455
12409,237,77,354,309
12410,39,79,314,452
12411,122,87,268,331
12412,141,66,215,234
12413,747,208,61,66
12414,70,168,357,458
12415,177,177,364,341
12416,54,145,474,298
12417,297,181,144,213
12418,74,119,163,153
12419,326,123,338,433
12420,283,181,211,333
12421,211,118,141,271
12422,238,159,319,147
12423,177,77,467,365
12424,391,158,227,256
12425,131,84,236,210
12426,169,228,209,159
12427,96,84,188,322
12428,110,102,344,277
12429,314,106,386,453
12430,245,112,130,246
12431,207,131,374,212
12432,272,153,401,400
12433,234,139,216,179
12434,292,182,239,260
12435,284,132,196,171
12436,243,108,154,243
12437,145,128,401,232
12438,128,309,447,247
12439,316,203,453,278
12440,198,105,528,306
12441,229,108,119,280
12442,271,118,168,155
12443,152,161,539,534
12444,376,184,200,378
12445,180,150,595,449
12446,116,26,708,620
12447,262,156,478,435
12448,279,32,486,428
12449,212,163,644,404
12450,58,0,661,442
12451,187,142,375,239
12452,211,122,121,228
12453,181,110,141,240
12454,311,173,187,231
12455,85,71,439,330
12456,236,168,296,334
12457,158,19,340,304
12458,385,227,205,393
12459,389,297,225,375
12460,452,141,207,98
12461,150,216,318,119
12462,38,109,528,312
12463,224,161,171,282
12464,289,203,385,228
12465,267,123,314,376
12466,100,134,334,227
12467,142,128,577,382
12468,127,56,308,316
12469,250,292,389,191
12470,344,146,293,317
12471,124,131,294,293
12472,329,187,269,177
12473,105,147,433,259
12474,264,117,395,273
12475,248,262,260,210
12476,207,317,343,435
12477,199,133,133,226
12478,216,65,158,257
12479,88,233,327,468
12480,234,155,247,450
12481,161,47,550,481
12482,158,210,610,270
12483,36,106,227,198
12484,275,218,137,361
12485,35,157,426,181
12486,260,274,208,308
12487,114,168,315,177
12488,59,63,412,284
12489,39,10,916,539
12490,125,142,200,162
12491,393,0,483,302
12492,62,263,682,224
12493,37,71,582,314
12494,25,104,702,299
12495,105,142,400,200
12496,199,117,212,502
12497,74,110,294,141
12498,176,155,538,313
12499,417,139,116,90
12500,144,134,290,157
12501,110,155,412,258
12502,243,123,191,117
12503,219,156,139,60
12504,83,107,690,363
12505,153,73,381,234
12506,124,174,380,136
12507,226,93,298,131
12508,126,28,381,345
12509,184,82,198,170
12510,220,185,368,342
12511,190,177,194,225
12512,183,140,186,242
12513,169,53,127,159
12514,196,187,600,266
12515,115,64,533,386
12516,376,204,409,297
12517,279,33,287,208
12518,23,28,426,342
12519,357,181,141,129
12520,278,263,311,136
12521,185,148,201,167
12522,57,401,369,150
12523,91,159,691,354
12524,39,27,392,332
12525,121,105,375,434
12526,180,97,200,191
12527,184,172,397,244
12528,242,105,485,307
12529,289,136,280,186
12530,349,202,130,336
12531,173,29,339,275
12532,82,51,493,240
12533,322,95,231,124
12534,245,107,231,289
12535,291,132,173,238
12536,330,125,137,191
12537,23,90,454,465
12538,79,93,475,352
12539,309,255,350,187
12540,238,191,316,334
12541,127,184,209,184
12542,311,122,87,182
12543,148,146,251,390
12544,138,47,239,339
12545,90,133,309,144
12546,543,177,210,291
12547,267,124,366,312
12548,233,353,157,243
12549,280,177,208,400
12550,323,139,313,248
12551,115,173,229,208
12552,233,126,213,272
12553,209,57,189,234
12554,113,93,230,248
12555,249,98,334,291
12556,183,221,121,86
12557,107,112,342,312
12558,316,93,205,218
12559,197,74,116,229
12560,81,166,319,171
12561,159,135,480,421
12562,219,149,198,404
12563,245,150,296,320
12564,159,122,288,196
12565,267,215,430,590
12566,195,106,452,325
12567,207,108,131,228
12568,199,103,136,300
12569,398,88,104,287
12570,317,172,126,157
12571,196,161,296,180
12572,58,117,418,256
12573,91,153,300,174
12574,54,147,509,348
12575,126,181,366,149
12576,494,226,338,201
12577,89,182,319,160
12578,133,69,365,564
12579,203,99,188,322
12580,98,273,646,419
12581,41,188,198,222
12582,62,125,381,204
12583,263,130,494,393
12584,185,160,434,272
12585,55,129,347,135
12586,246,43,717,521
12587,268,111,240,495
12588,51,201,396,269
12589,256,113,232,253
12590,33,146,484,250
12591,129,178,174,68
12592,112,143,225,120
12593,103,271,267,122
12594,190,162,160,158
12595,143,111,237,162
12596,33,128,362,179
12597,406,183,107,153
12598,28,282,660,286
12599,129,148,405,313
12600,187,172,255,138
12601,46,116,580,558
12602,377,302,179,283
12603,202,131,361,532
12604,16,35,190,110
12605,125,93,171,176
12606,228,106,111,116
12607,216,61,384,368
12608,179,172,139,145
12609,34,90,533,328
12610,50,266,371,255
12611,156,126,347,216
12612,37,98,238,360
12613,72,135,578,369
12614,49,92,299,256
12615,179,98,536,399
12616,92,142,417,318
12617,257,268,370,214
12618,71,181,211,186
12619,305,221,408,199
12620,182,190,175,95
12621,261,226,359,282
12622,106,75,186,273
12623,249,141,84,138
12624,215,141,592,231
12625,244,166,234,186
12626,276,102,313,245
12627,210,110,161,223
12628,245,182,373,189
12629,75,85,517,363
12630,2,214,759,353
12631,417,243,498,303
12632,240,80,177,303
12633,114,157,500,380
12634,287,126,240,206
12635,336,141,243,291
12636,227,120,177,137
12637,239,98,219,143
12638,501,201,222,406
12639,112,181,535,289
12640,19,108,236,140
12641,223,106,596,456
12642,56,208,648,485
12643,118,180,400,645
12644,212,155,353,226
12645,70,172,537,408
12646,271,148,208,150
12647,220,145,109,224
12648,247,143,259,535
12649,539,145,390,413
12650,256,186,193,366
12651,283,117,230,363
12652,225,58,186,294
12653,245,153,243,150
12654,204,140,140,201
12655,204,162,168,132
12656,231,201,558,504
12657,60,60,546,470
12658,254,153,80,133
12659,329,127,305,259
12660,271,156,266,326
12661,165,184,116,104
12662,104,154,251,175
12663,241,168,614,340
12664,181,108,227,120
12665,211,152,222,593
12666,82,111,259,217
12667,230,178,159,145
12668,298,190,615,559
12669,44,134,303,284
12670,227,21,177,262
12671,74,159,323,360
12672,160,210,608,295
12673,204,121,123,230
12674,115,156,465,498
12675,262,99,126,136
12676,153,150,63,119
12677,171,116,404,369
12678,136,111,363,263
12679,79,212,411,270
12680,166,210,389,417
12681,252,186,329,175
12682,63,171,385,282
12683,285,263,512,262
12684,63,139,281,201
12685,198,92,175,382
12686,55,110,325,232
12687,211,109,295,151
12688,92,114,260,147
12689,149,114,216,122
12690,244,142,353,230
12691,322,151,237,284
12692,85,187,295,161
12693,198,82,179,228
12694,205,193,507,438
12695,23,243,690,421
12696,311,76,159,230
12697,94,160,225,159
12698,315,294,173,147
12699,287,95,141,151
12700,196,66,136,289
12701,142,148,430,196
12702,197,134,186,206
12703,285,183,284,288
12704,89,186,507,238
12705,251,92,164,121
12706,131,219,529,284
12707,302,140,218,187
12708,160,139,300,150
12709,179,210,265,470
12710,69,103,509,488
12711,160,192,305,347
12712,264,30,140,231
12713,326,124,319,450
12714,303,24,211,458
12715,231,130,297,273
12716,92,47,722,655
12717,177,96,581,638
12718,324,155,251,276
12719,372,105,380,558
12720,164,80,124,229
12721,192,266,295,547
12722,170,100,215,364
12723,204,112,134,165
12724,44,118,307,443
12725,226,93,274,338
12726,66,99,309,540
12727,110,89,292,450
12728,255,183,352,473
12729,196,97,168,341
12730,128,231,589,329
12731,358,107,158,299
12732,73,120,373,533
12733,40,150,542,492
12734,267,142,320,301
12735,216,201,187,349
12736,76,56,307,225
12737,301,244,292,165
12738,223,194,355,773
12739,166,60,208,317
12740,541,151,265,466
12741,227,121,282,519
12742,166,187,182,143
12743,250,91,243,286
12744,180,102,68,109
12745,213,150,321,263
12746,328,124,118,225
12747,170,162,229,296
12748,284,140,118,184
12749,220,147,435,346
12750,60,239,520,329
12751,109,193,392,354
12752,224,149,332,559
12753,320,66,358,370
12754,314,159,328,282
12755,270,47,289,485
12756,242,100,322,278
12757,116,81,189,416
12758,276,13,134,240
12759,267,109,193,239
12760,167,116,248,194
12761,38,87,243,457
12762,287,90,163,217
12763,469,190,318,216
12764,272,269,349,219
12765,151,163,263,155
12766,298,275,621,416
12767,304,87,421,410
12768,89,185,257,160
12769,251,106,269,372
12770,55,226,506,463
12771,176,105,208,203
12772,151,232,415,275
12773,91,143,388,675
12774,279,68,309,417
12775,399,215,356,313
12776,203,180,435,622
12777,323,125,235,340
12778,108,183,229,159
12779,171,158,321,273
12780,331,176,360,221
12781,110,119,299,255
12782,214,95,198,314
12783,128,216,372,277
12784,144,117,210,420
12785,99,100,369,415
12786,143,103,326,246
12787,236,37,361,406
12788,376,214,319,280
